,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
369,307,Meditite,3,Normal,Fighting,Psychic,0.6,11.2,280,30,40,55,60,180.0,70.0,56.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
370,308,Medicham,3,Normal,Fighting,Psychic,1.3,31.5,410,60,60,75,80,90.0,70.0,144.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
372,309,Electrike,3,Normal,Electric,,0.6,15.2,295,40,45,40,65,120.0,70.0,59.0,Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
373,310,Manectric,3,Normal,Electric,,1.5,40.2,475,70,75,60,105,45.0,70.0,166.0,Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
375,311,Plusle,3,Normal,Electric,,0.4,4.2,405,60,50,40,95,200.0,70.0,142.0,Medium Fast,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
376,312,Minun,3,Normal,Electric,,0.4,4.2,405,60,40,50,95,200.0,70.0,142.0,Medium Fast,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
377,313,Volbeat,3,Normal,Bug,,0.7,17.7,430,65,73,75,85,150.0,70.0,151.0,Erratic,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
378,314,Illumise,3,Normal,Bug,,0.6,17.7,430,65,47,75,85,150.0,70.0,151.0,Fluctuating,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
379,315,Roselia,3,Normal,Grass,Poison,0.3,2.0,400,50,60,45,65,150.0,70.0,140.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
380,316,Gulpin,3,Normal,Poison,,0.4,10.3,302,70,43,53,40,225.0,70.0,60.0,Fluctuating,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
381,317,Swalot,3,Normal,Poison,,1.7,80.0,467,100,73,83,55,75.0,70.0,163.0,Fluctuating,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
382,318,Carvanha,3,Normal,Water,Dark,0.8,20.8,305,45,90,20,65,225.0,35.0,61.0,Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
383,319,Sharpedo,3,Normal,Water,Dark,1.8,88.8,460,70,120,40,95,60.0,35.0,161.0,Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
385,320,Wailmer,3,Normal,Water,,2.0,130.0,400,130,70,35,60,125.0,70.0,80.0,Fluctuating,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
386,321,Wailord,3,Normal,Water,,14.5,398.0,500,170,90,45,60,60.0,70.0,175.0,Fluctuating,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
387,322,Numel,3,Normal,Fire,Ground,0.7,24.0,305,60,60,40,35,255.0,70.0,61.0,Medium Fast,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
388,323,Camerupt,3,Normal,Fire,Ground,1.9,220.0,460,70,100,70,40,150.0,70.0,161.0,Medium Fast,20.0,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
390,324,Torkoal,3,Normal,Fire,,0.5,80.4,470,70,85,140,20,90.0,70.0,165.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,325,Spoink,3,Normal,Psychic,,0.7,30.6,330,60,25,35,60,255.0,70.0,66.0,Fast,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
392,326,Grumpig,3,Normal,Psychic,,0.9,71.5,470,80,45,65,80,60.0,70.0,165.0,Fast,20.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
393,327,Spinda,3,Normal,Normal,,1.1,5.0,360,60,60,60,60,255.0,70.0,126.0,Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
394,328,Trapinch,3,Normal,Ground,,0.7,15.0,290,45,100,45,10,255.0,70.0,58.0,Medium Slow,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
395,329,Vibrava,3,Normal,Ground,Dragon,1.1,15.3,340,50,70,50,70,120.0,70.0,119.0,Medium Slow,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
396,330,Flygon,3,Normal,Ground,Dragon,2.0,82.0,520,80,100,80,100,45.0,70.0,234.0,Medium Slow,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
397,331,Cacnea,3,Normal,Grass,,0.4,51.3,335,50,85,40,35,190.0,35.0,67.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
398,332,Cacturne,3,Normal,Grass,Dark,1.3,77.4,475,70,115,60,55,60.0,35.0,166.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
399,333,Swablu,3,Normal,Normal,Flying,0.4,1.2,310,45,40,60,50,255.0,70.0,62.0,Erratic,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
400,334,Altaria,3,Normal,Dragon,Flying,1.1,20.6,490,75,70,90,80,45.0,70.0,172.0,Erratic,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
402,335,Zangoose,3,Normal,Normal,,1.3,40.3,458,73,115,60,90,90.0,70.0,160.0,Erratic,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
403,336,Seviper,3,Normal,Poison,,2.7,52.5,458,73,100,60,65,90.0,70.0,160.0,Fluctuating,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
404,337,Lunatone,3,Normal,Rock,Psychic,1.0,168.0,460,90,55,65,70,45.0,70.0,161.0,Fast,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
405,338,Solrock,3,Normal,Rock,Psychic,1.2,154.0,460,90,95,85,70,45.0,70.0,161.0,Fast,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
406,339,Barboach,3,Normal,Water,Ground,0.4,1.9,288,50,48,43,60,190.0,70.0,58.0,Medium Fast,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
407,340,Whiscash,3,Normal,Water,Ground,0.9,23.6,468,110,78,73,60,75.0,70.0,164.0,Medium Fast,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
408,341,Corphish,3,Normal,Water,,0.6,11.5,308,43,80,65,35,205.0,70.0,62.0,Fluctuating,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
409,342,Crawdaunt,3,Normal,Water,Dark,1.1,32.8,468,63,120,85,55,155.0,70.0,164.0,Fluctuating,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
410,343,Baltoy,3,Normal,Ground,Psychic,0.5,21.5,300,40,40,55,55,255.0,70.0,60.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
411,344,Claydol,3,Normal,Ground,Psychic,1.5,108.0,500,60,70,105,75,90.0,70.0,175.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
412,345,Lileep,3,Normal,Rock,Grass,1.0,23.8,355,66,41,77,23,45.0,70.0,71.0,Erratic,30.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
413,346,Cradily,3,Normal,Rock,Grass,1.5,60.4,495,86,81,97,43,45.0,70.0,173.0,Erratic,30.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
414,347,Anorith,3,Normal,Rock,Bug,0.7,12.5,355,45,95,50,75,45.0,70.0,71.0,Erratic,30.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
415,348,Armaldo,3,Normal,Rock,Bug,1.5,68.2,495,75,125,100,45,45.0,70.0,173.0,Erratic,30.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,349,Feebas,3,Normal,Water,,0.6,7.4,200,20,15,20,80,255.0,70.0,40.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
417,350,Milotic,3,Normal,Water,,6.2,162.0,540,95,60,79,81,60.0,70.0,189.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,351,Castform,3,Normal,Normal,,0.3,0.8,420,70,70,70,70,45.0,70.0,147.0,Medium Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
422,352,Kecleon,3,Normal,Normal,,1.0,22.0,440,60,90,70,40,200.0,70.0,154.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
423,353,Shuppet,3,Normal,Ghost,,0.6,2.3,295,44,75,35,45,225.0,35.0,59.0,Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
424,354,Banette,3,Normal,Ghost,,1.1,12.5,455,64,115,65,65,45.0,35.0,159.0,Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
426,355,Duskull,3,Normal,Ghost,,0.8,15.0,295,20,40,90,25,190.0,35.0,59.0,Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
427,356,Dusclops,3,Normal,Ghost,,1.6,30.6,455,40,70,130,25,90.0,35.0,159.0,Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
428,357,Tropius,3,Normal,Grass,Flying,2.0,100.0,460,99,68,83,51,200.0,70.0,161.0,Slow,25.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
429,358,Chimecho,3,Normal,Psychic,,0.6,1.0,455,75,50,80,65,45.0,70.0,159.0,Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
430,359,Absol,3,Normal,Dark,,1.2,47.0,465,65,130,60,75,30.0,35.0,163.0,Medium Slow,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
432,360,Wynaut,3,Normal,Psychic,,0.6,14.0,260,95,23,48,23,125.0,70.0,52.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
433,361,Snorunt,3,Normal,Ice,,0.7,16.8,300,50,50,50,50,190.0,70.0,60.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
434,362,Glalie,3,Normal,Ice,,1.5,256.5,480,80,80,80,80,75.0,70.0,168.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
436,363,Spheal,3,Normal,Ice,Water,0.8,39.5,290,70,40,50,25,255.0,70.0,58.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
437,364,Sealeo,3,Normal,Ice,Water,1.1,87.6,410,90,60,70,45,120.0,70.0,144.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
438,365,Walrein,3,Normal,Ice,Water,1.4,150.6,530,110,80,90,65,45.0,70.0,239.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
439,366,Clamperl,3,Normal,Water,,0.4,52.5,345,35,64,85,32,255.0,70.0,69.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
440,367,Huntail,3,Normal,Water,,1.7,27.0,485,55,104,105,52,60.0,70.0,170.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
441,368,Gorebyss,3,Normal,Water,,1.8,22.6,485,55,84,105,52,60.0,70.0,170.0,Erratic,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
442,369,Relicanth,3,Normal,Water,Rock,1.0,23.4,485,100,90,130,55,25.0,70.0,170.0,Slow,40.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
443,370,Luvdisc,3,Normal,Water,,0.6,8.7,330,43,30,55,97,225.0,70.0,116.0,Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
444,371,Bagon,3,Normal,Dragon,,0.6,42.1,300,45,75,60,50,45.0,35.0,60.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
445,372,Shelgon,3,Normal,Dragon,,1.1,110.5,420,65,95,100,50,45.0,35.0,147.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
446,373,Salamence,3,Normal,Dragon,Flying,1.5,102.6,600,95,135,80,100,45.0,35.0,270.0,Slow,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
448,374,Beldum,3,Normal,Steel,Psychic,0.6,95.2,300,40,55,80,30,3.0,35.0,60.0,Slow,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
449,375,Metang,3,Normal,Steel,Psychic,1.2,202.5,420,60,75,100,50,3.0,35.0,147.0,Slow,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
450,376,Metagross,3,Normal,Steel,Psychic,1.6,550.0,600,80,135,130,70,3.0,35.0,270.0,Slow,40.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
452,377,Regirock,3,Sub Legendary,Rock,,1.7,230.0,580,80,100,200,50,3.0,35.0,261.0,Slow,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
453,378,Regice,3,Sub Legendary,Ice,,1.8,175.0,580,80,50,100,50,3.0,35.0,261.0,Slow,80.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
454,379,Registeel,3,Sub Legendary,Steel,,1.9,205.0,580,80,75,150,50,3.0,35.0,261.0,Slow,80.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
455,380,Latias,3,Sub Legendary,Dragon,Psychic,1.4,40.0,600,80,80,90,110,3.0,90.0,270.0,Slow,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
457,381,Latios,3,Sub Legendary,Dragon,Psychic,2.0,60.0,600,80,90,80,110,3.0,90.0,270.0,Slow,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
459,382,Kyogre,3,Legendary,Water,,4.5,352.0,670,100,100,90,90,3.0,0.0,302.0,Slow,120.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
461,383,Groudon,3,Legendary,Ground,,3.5,950.0,670,100,150,140,90,3.0,0.0,302.0,Slow,120.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
463,384,Rayquaza,3,Legendary,Dragon,Flying,7.0,206.5,680,105,150,90,95,45.0,0.0,306.0,Slow,120.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
465,385,Jirachi,3,Mythical,Steel,Psychic,0.3,1.1,600,100,100,100,100,3.0,100.0,270.0,Slow,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
466,386,Deoxys Normal Forme,3,Mythical,Psychic,,1.7,60.8,600,50,150,50,150,3.0,0.0,270.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
470,387,Turtwig,4,Normal,Grass,,0.4,10.2,318,55,68,64,31,45.0,70.0,64.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,388,Grotle,4,Normal,Grass,,1.1,97.0,405,75,89,85,36,45.0,70.0,142.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
472,389,Torterra,4,Normal,Grass,Ground,2.2,310.0,525,95,109,105,56,45.0,70.0,236.0,Medium Slow,20.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
473,390,Chimchar,4,Normal,Fire,,0.5,6.2,309,44,58,44,61,45.0,70.0,62.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
474,391,Monferno,4,Normal,Fire,Fighting,0.9,22.0,405,64,78,52,81,45.0,70.0,142.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
475,392,Infernape,4,Normal,Fire,Fighting,1.2,55.0,534,76,104,71,108,45.0,70.0,240.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
476,393,Piplup,4,Normal,Water,,0.4,5.2,314,53,51,53,40,45.0,70.0,63.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
477,394,Prinplup,4,Normal,Water,,0.8,23.0,405,64,66,68,50,45.0,70.0,142.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
478,395,Empoleon,4,Normal,Water,Steel,1.7,84.5,530,84,86,88,60,45.0,70.0,239.0,Medium Slow,20.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
479,396,Starly,4,Normal,Normal,Flying,0.3,2.0,245,40,55,30,60,255.0,70.0,49.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
480,397,Staravia,4,Normal,Normal,Flying,0.6,15.5,340,55,75,50,80,120.0,70.0,119.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
481,398,Staraptor,4,Normal,Normal,Flying,1.2,24.9,485,85,120,70,100,45.0,70.0,218.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
482,399,Bidoof,4,Normal,Normal,,0.5,20.0,250,59,45,40,31,255.0,70.0,50.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
483,400,Bibarel,4,Normal,Normal,Water,1.0,31.5,410,79,85,60,71,127.0,70.0,144.0,Medium Fast,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
484,401,Kricketot,4,Normal,Bug,,0.3,2.2,194,37,25,41,25,255.0,70.0,39.0,Medium Slow,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
485,402,Kricketune,4,Normal,Bug,,1.0,25.5,384,77,85,51,65,45.0,70.0,134.0,Medium Slow,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
486,403,Shinx,4,Normal,Electric,,0.5,9.5,263,45,65,34,45,235.0,70.0,53.0,Medium Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
487,404,Luxio,4,Normal,Electric,,0.9,30.5,363,60,85,49,60,120.0,100.0,127.0,Medium Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
488,405,Luxray,4,Normal,Electric,,1.4,42.0,523,80,120,79,70,45.0,70.0,235.0,Medium Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
489,406,Budew,4,Normal,Grass,Poison,0.2,1.2,280,40,30,35,55,255.0,70.0,56.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
490,407,Roserade,4,Normal,Grass,Poison,0.9,14.5,515,60,70,65,90,75.0,70.0,232.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
491,408,Cranidos,4,Normal,Rock,,0.9,31.5,350,67,125,40,58,45.0,70.0,70.0,Erratic,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
492,409,Rampardos,4,Normal,Rock,,1.6,102.5,495,97,165,60,58,45.0,70.0,173.0,Erratic,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
